topic	tweet_id	tweet_url	tweet_text	class_label
COVID-19	1256137558897102849	http://twitter.com/user/status/1256137558897102849	- @Emil_Radev: Да не допускаме с разпространението на #COVID19 да ни заразява и вирусът на евроскептицизма. Европа съвсем не е пациент на вентилационно дишане - напротив! ЕС мобилизира огромен финансов ресурс за противодействие на пандемията и последиците! https://t.co/ZMZs6psRxV	0
COVID-19	1272424924389531648	http://twitter.com/user/status/1272424924389531648	Пандемията с #coronavirus показа, че дезинформацията може реално да застраши живота ни 🤥. ЕС 🇪🇺 вече обяви стъпките за изграждане на система срещу #disinformation, която да може да ни предпази независимо от произхода ѝ. Всичко за действията👉https://t.co/3SCbcgxWnR #FactsMatter https://t.co/QrlRMIKPka	0
COVID-19	1275068302235074562	http://twitter.com/user/status/1275068302235074562	Европейският съюз засилва мерките си срещу дезинформацията относно #COVID19, като в същото време защитава свободата на изразяване &gt;&gt;&gt; https://t.co/IQe1WOUbj9 https://t.co/JNceVGZ7Di	0
COVID-19	1275596798875361284	http://twitter.com/user/status/1275596798875361284	Нови 130 случаи на Covid-19 в България за ден https://t.co/vmiTlU6yUT	0
COVID-19	1245617872748990471	http://twitter.com/user/status/1245617872748990471	🇹🇼 🇪🇺 Тайван дарява 5.6 милиона маски за борбата на ЕС с #COVID19. 🙌 https://t.co/OZfzFYTUFa	0
COVID-19	1241401741364559872	http://twitter.com/user/status/1241401741364559872	21 са новите случаи на COVID-19 в България https://t.co/IYe5cp3ljY	0
COVID-19	1244143575048151040	http://twitter.com/user/status/1244143575048151040	338 са регистрираните случаи на COVID-19 у нас https://t.co/8Ge2pT446S	0
COVID-19	1288008667346993152	http://twitter.com/user/status/1288008667346993152	#ЕвропаСрещуCOVID19 Това е само една „моментна снимка“ на европейската солидарност. Вижте още европейски истории за солидарност и надежда, които ни вдъхновяват да останем силни: https://t.co/pQYGM4nDog	0
COVID-19	1279285115563229186	http://twitter.com/user/status/1279285115563229186	182 са новодиагностицираните с COVID-19 лица през изминалото денонощие https://t.co/9H3WzJSFrD	0
COVID-19	1246724372074770434	http://twitter.com/user/status/1246724372074770434	37 вече са излекуваните пациенти от COVID-19 у нас https://t.co/5Ulqdb6Q6u	0
COVID-19	1247766175271936001	http://twitter.com/user/status/1247766175271936001	4 са новите случаи на COVID-19 по данни на Националният оперативен щаб https://t.co/dPQkxByZEk	0
COVID-19	1243414960811565062	http://twitter.com/user/status/1243414960811565062	САЩ изпревариха Китай с общо 82 хил. случая на COVID-19 https://t.co/7XqRWu9XuX	1
COVID-19	1270662500812554242	http://twitter.com/user/status/1270662500812554242	Правителството удължи извънредната COVID обстановка до края на юни https://t.co/Gtw8K47rWi	0
COVID-19	1265508162632855553	http://twitter.com/user/status/1265508162632855553	Отпадат част от мерките, въведени заради COVID-19 https://t.co/9iQjM7c1vU	0
COVID-19	1250417720740306947	http://twitter.com/user/status/1250417720740306947	Евродепутатите призовават за повече подкрепа и яснота за студентите по програма „Еразъм+“ при настоящата криза. 165 000 студенти по обмен и 5000 доброволци от ЕС се нуждаят от уверение, че ще им бъдат възстановени разходите и ще запазят статута си: https://t.co/035KfOcCBH	0
COVID-19	1240840722863083520	http://twitter.com/user/status/1240840722863083520	Комисията на ЕП по регионално развитие задейства неотложната процедура за приемане на мерките за Инвестиционна инициатива в отговор на #COVID19 Допълнителни данни на: https://t.co/jEfrTON6J3 https://t.co/KVAniJDAVg	0
COVID-19	1270228513346539521	http://twitter.com/user/status/1270228513346539521	83 са новозаразените с COVID-19 за денонощие, жертвите са 4 ... Мда, здравей НОЩ 2.	0
COVID-19	1239074644721876993	http://twitter.com/user/status/1239074644721876993	Изменение на заповед на кмета на Столична община за създаване на необходимата организация във връзка с разпространението на COVID 19 и обявеното извънредно положение в Република България от 13 март до 13 април 2020 г. https://t.co/pLvQgwYMHz	0
COVID-19	1251076188673642497	http://twitter.com/user/status/1251076188673642497	Бежанско-мигрантска служба на @BGRedCross с подкрепата на @BulgariaUNHCR откри гореща телефонна линия, на която предоставя актуална информация на 7 езика за задължителните мерки и препоръки в извънредното положение срещу разпространението на коронавирус: https://t.co/rIF3GXn0Ad https://t.co/P0fJPxytyo	0
COVID-19	1268818980808142848	http://twitter.com/user/status/1268818980808142848	Министър Росен #Желязков: ЕК да осигури балансиран и справедлив подход при прилагането на схемата за ефективност. ДАНО трябва да имат възможност да възстановят разходите си за 2020/2021. Необходим е всеобхватен пакет от регулаторни мерки на равнище ЕС https://t.co/wyEXcDiXm8	0
COVID-19	1234563334986489858	http://twitter.com/user/status/1234563334986489858	.@EP_President Сасоли: В отговор на разпространението на коронавируса Европейският парламент предприема допълнителни предпазни мерки. Искаме Парламентът да продължи своята законодателна дейност, като в същото време вземе мерки. Прочетете: https://t.co/UXXzNmLuEB #COVID19 https://t.co/QqP42C9Tnw	0
COVID-19	1289191947244994561	http://twitter.com/user/status/1289191947244994561	🇪🇺 ✈ От създаването си през май хуманитарният въздушен мост на ЕС е доставил 1 100 тона медицинско оборудване и е превозил близо 1 500 медицински и хуманитарни работници до критични зони по света 🌎. В условията на пандемията #coronavirus той предоставя на жизненоважна помощ. https://t.co/Q6okNAc0BB	0
COVID-19	1283478741155545089	http://twitter.com/user/status/1283478741155545089	Над 150 държави в глобален план за ваксина срещу COVID-19 https://t.co/4KWsHwY3QT	0
COVID-19	1245292329235369984	http://twitter.com/user/status/1245292329235369984	Испания обяви над 100 хил. заразени с COVID-19 и за пети ден е с над 800 жертви https://t.co/vdOkJD51ck	0
COVID-19	1292493329771495424	http://twitter.com/user/status/1292493329771495424	Ръст на заразените с #COVID19 в #Гърция и предстоящо затягане на мерките в някои райони на страната @MyFamilyBg https://t.co/yxP2vYhtuM	0
COVID-19	1273831100058677249	http://twitter.com/user/status/1273831100058677249	Още една стъпка отново към свободното и безопасно пътуване в ЕС https://t.co/aVp8FCmozf Държавите от ЕС се споразумяха за оперативна съвместимост на мобилни приложения за проследяване и предупреждаване срещу разпространението на #coronavirus.#EUtourism https://t.co/Qzx9PEGfIf	0
COVID-19	1264627231017533440	http://twitter.com/user/status/1264627231017533440	Виенска болница за пръв път в Европа трансплантира бял дроб на болна от COVID-19 https://t.co/SlAK9y2GDz	0
COVID-19	1258745268226359296	http://twitter.com/user/status/1258745268226359296	През следващите дни ЕК ще достави 1.5 млн. предпазни маски за здравните работници в 17 държави-членки и 🇬🇧. Те са част от общо 10 млн. маски от Механизма за спешна подкрепа, които ще бъдат доставени в следващите 6 седмици. #coronavirus #StrongerTogether 🇪🇺https://t.co/LGkhZNbiuy https://t.co/NwcLdLpn5H	0
COVID-19	1268076281393971200	http://twitter.com/user/status/1268076281393971200	1206 са вече излекуваните от COVID-19 лица у нас https://t.co/0jkZOGSVCF	0
COVID-19	1280442308123676674	http://twitter.com/user/status/1280442308123676674	Преминаването на границата от 200 заразени на ден с #COVID19 е много сериозен сигнал, че трябва да се възстановят част от мерките https://t.co/6c5Ddbzn9e	0
COVID-19	1256258429603262465	http://twitter.com/user/status/1256258429603262465	1555 са потвърдените случаи на COVID-19 в България, отменя се задължителното носене на маски https://t.co/aMckzwSgx4	0
COVID-19	1268407135366524929	http://twitter.com/user/status/1268407135366524929	Туристическият сезон след COVID-19: близо 800 медицински центъра ще лекуват туристи по Черноморието https://t.co/4qN7Ka4VN6	0
COVID-19	1248227047815536643	http://twitter.com/user/status/1248227047815536643	Фалшиви такси Covid-19 върху доставки от куриер. Прокуратурата погва фирмите https://t.co/utus5MI17x	0
COVID-19	1263461386165895168	http://twitter.com/user/status/1263461386165895168	Посолството на САЩ дари 900 теста за COVID-19 на ВМАhttps://t.co/GemOfIaFYS https://t.co/7Gc9IG9FTO	0
COVID-19	1243260445416394752	http://twitter.com/user/status/1243260445416394752	Някои много интересни данни по въпроса защо смъртността от #COVID19 в Австрия е по-ниска, отколкото в други държави. По всичко изглежда най-голямо влияние има фактът, че са се заразили по-млади хора. https://t.co/yCFlFI6B9Q	0
COVID-19	1256836094404046851	http://twitter.com/user/status/1256836094404046851	308 са вече излекуваните от COVID-19 пациенти у нас https://t.co/9fzDWPp17h	0
COVID-19	1260148962880901120	http://twitter.com/user/status/1260148962880901120	Противоепидемичните мерки остават в пълна сила за „Мини Марица-изток“ ЕАД до края на май https://t.co/gyYweJfGTE	0
COVID-19	1270994429843779586	http://twitter.com/user/status/1270994429843779586	#Германия удължава забраната за #пътувания #COVID19 https://t.co/DoSaDBGEtm	0
COVID-19	1247340040298147840	http://twitter.com/user/status/1247340040298147840	Още през април: 8 милиарда евро за 100 000 малки и средни предприятия като подкрепа за малките и средни предприятия, засегнати от #COVID19 https://t.co/9IwcTrW2X9 #investeu https://t.co/ewnHHDlCys	0
COVID-19	1292436699612696577	http://twitter.com/user/status/1292436699612696577	100 без случайна зараза: “Нищо не е свършило, трябва да внимаваме” Нашия тиквеник края на май: “Най-добре от всички се справихме, хвърляйте маските и айде на мач!” https://t.co/hYvj0HJB5X	0
COVID-19	1248129823425298433	http://twitter.com/user/status/1248129823425298433	Изследване в Южна Корея показва, че няма мутации на COVID-19 https://t.co/7M4U6ac64S	0
COVID-19	1276083998389932032	http://twitter.com/user/status/1276083998389932032	#Covid19 продължава да се разпространява, засягайки нови държави. Тревожно е положението в Пакистан, където има около 193 000 случая с над 3700 смъртни случая. Очаква се броят на инфекциите да достигне 300 000 до края на месеца и над милион до края на юли или началото на август.	1
COVID-19	1265154068344905728	http://twitter.com/user/status/1265154068344905728	Два дни без смъртни случаи от COVID-19 в Македония https://t.co/2PrNV4i66J	0
COVID-19	1249807462368251905	http://twitter.com/user/status/1249807462368251905	80 фармацевтични гиганта търсят ваксина срещу COVID-19 https://t.co/Y0IpSZR54d	0
COVID-19	1270319735843012610	http://twitter.com/user/status/1270319735843012610	Секторът на комуналните услуги е от решаващо значение за поддържането на обществото, дори по време на #coronavirus кризата ⛽️🚰⚡️ Знаете ли, че 4,6 милиона души работят в сектора на комуналните услуги в ЕС, което представлява 2,3% от всички заети лица ❓ https://t.co/Ch1450jBFp	0
COVID-19	1261212674941161473	http://twitter.com/user/status/1261212674941161473	📢 Европейският институт за иновации и технологии @EITeu осигурява 60 млн. евро финансиране за предприемачи и МСП с иновативни решения 💡 в борбата срещу кризата с #coronavirus. #EITCrisisResponse Вижте повече ℹ https://t.co/fIVOP7gw3t https://t.co/kyTWySQP2U	0
COVID-19	1248223909733978114	http://twitter.com/user/status/1248223909733978114	🇪🇺Европейската солидарност е: 🇫🇷 дава 1 милион маски на 🇮🇹 🇩🇪 предоставя 175 места за интензивни грижи на пациенти от 🇫🇷 и 🇮🇹 🇵🇱 и 🇷🇴 изпращат медицински екипи в 🇮🇹 🇨🇿 дарява 10 000 защитни облекла на 🇮🇹 и 🇪🇸 #ЕвропейскаСолидарност #COVID19 #коронавирус https://t.co/tdn1kXP2tF	0
COVID-19	1274568111442653184	http://twitter.com/user/status/1274568111442653184	Отново има заразени с COVID-19 във Варна: Новите заразени с коронавирус за последните двадесет и четири часа са 117. По този начин общия брой на заразените с COVID-19 в България става 3872. Това сочат данните на Единния информационен портал. Във Варна… https://t.co/dSUjoE9urg	0
COVID-19	1242425943366537218	http://twitter.com/user/status/1242425943366537218	Само за ден 512 души в Испания са починали от COVID-19 https://t.co/7i0gjr4cf9	0
COVID-19	1287730793276735489	http://twitter.com/user/status/1287730793276735489	.@BoykoBorissov представи нови социално-икономически мерки за над 1 милиард лева в отговор на пандемията от COVID-19 https://t.co/3AZgqzOLTj https://t.co/nE8GSb7OuC	0
COVID-19	1285237342547124230	http://twitter.com/user/status/1285237342547124230	Добри новини от Оксфорд. Резултатите от фаза 1 на изпитванията на ваксина срещу Covid-19 са обнадеждаващи. Долният туит съдържа и линк към изследването. https://t.co/69mqbb1Upx	1
COVID-19	1252849723037192192	http://twitter.com/user/status/1252849723037192192	Фонд „ОБЕДИНЕНИ срещу COVID-19“ отново приема кандидатури. С щедрата подкрепа на 23 дарители ще бъдат предоставени 896 000 лева на болници, общини, малки бизнеси и НПО в помощ на засегнатите от кризата хора. Кандидатствайте до 2⃣7⃣ април https://t.co/jrwdcvlOgY https://t.co/XASqQChq7k	0
COVID-19	1249779545307107328	http://twitter.com/user/status/1249779545307107328	Правителството одобри „Програма за гарантиране на безлихвени кредити в защита на хора, лишени от възможността да полагат труд поради пандемията от COVID-19“ https://t.co/Q9cjRGXIqj https://t.co/LKwYqwMaoz	0
COVID-19	1247500754811830272	http://twitter.com/user/status/1247500754811830272	В рамките на помощта за борба с пандемията от #coronavirus Полша изпраща транспорт за Италия и Сан Марино с дезинфектанти. #solidarity #EUsolidarity https://t.co/N9eHX3EpqJ	0
COVID-19	1248574832242982912	http://twitter.com/user/status/1248574832242982912	Над 150 000 французи, които временно се намираха в чужбина, се върнаха във Франция благодарение на усилията на стотици служители и доброволци на Министерството на Европа и външните работи, кризисния център, посолствата, консулствата и авиокомпаниите. #Covid19 #коронавирус https://t.co/BAJeJtOkrV	0
COVID-19	1250307951736180743	http://twitter.com/user/status/1250307951736180743	105 са вече пациентите, излекувани от COVID-19 в България https://t.co/BPz4uVfolM	0
COVID-19	1291600304912371713	http://twitter.com/user/status/1291600304912371713	297 са новите случаи на Covid-19, 10 от тях са в Бургаско https://t.co/IxGgc4YLNw	0
